STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,MONTH2,DAY2,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME,STOP_ID_ANONY-2,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,STOP_ID_ANONY-1,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
85,7/28/2019,00:57:00,July,Sunday,O,P,PSB,1,C,BROADWAY && WHITE STREET,BROADWAY,983406,200873,,PBMS,MANHATTAN,85,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,85,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,Y,28,MALE,WHITE HISPANIC,5.6,150,MED,BRO,BLK
86,7/28/2019,00:57:00,July,Sunday,O,P,PSB,1,C,BROADWAY && WHITE STREET,BROADWAY,983406,200873,,PBMS,MANHATTAN,86,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,86,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,Y,28,MALE,BLACK,5.4,135,MED,BRO,BLK
87,7/28/2019,00:57:00,July,Sunday,O,P,PSB,1,C,BROADWAY && WHITE STREET,BROADWAY,983406,200873,,PBMS,MANHATTAN,87,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,87,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,Y,27,MALE,BLACK HISPANIC,5.9,160,MED,BRO,BLK
88,6/29/2019,15:20:00,June,Saturday,,,,1,A,BROADWAY && JOHN STREET,BROADWAY,981604,198068,,PBMS,MANHATTAN,88,PETIT LARCENY,1,1,1,1,1,0,0,0,0,0,88,POM,876,SGT,876,1,0,0,0,0,0,1,0,0,0,(null),(null),27,MALE,BLACK,5.7,180,MED,BLK,BLK
89,8/11/2019,18:35:00,August,Sunday,O,P,PSB,1,C,79 WORTH STREET,WORTH STREET,982768,200378,,PBMS,MANHATTAN,89,ASSAULT,1,0,1,0,0,1,0,1,0,1,89,POF,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,36,MALE,BLACK,6,170,THN,BLK,BRO
90,8/12/2019,14:59:00,August,Monday,O,,,1,A,110 WALL STREET,WALL STREET,982416,196005,,PBMS,MANHATTAN,90,BURGLARY,1,0,1,0,0,0,0,0,0,0,90,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),(null),24,MALE,BLACK,5.11,150,THN,BRO,BLK
91,8/21/2019,18:00:00,August,Wednesday,,P,PSB,1,A,GOLD STREET && FULTON STREET,GOLD STREET,982722,197618,,PBMS,MANHATTAN,91,ASSAULT,1,0,1,0,0,0,0,0,0,0,91,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,14,FEMALE,BLACK,5.8,135,MED,BRO,BLK
92,8/21/2019,18:00:00,August,Wednesday,O,,,1,A,GOLD STREET && FULTON STREET,GOLD STREET,982722,197618,,PBMS,MANHATTAN,92,ASSAULT,1,0,1,0,0,0,0,0,0,0,92,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,13,FEMALE,BLACK,5.1,165,MED,BRO,BLK
93,8/21/2019,18:00:00,August,Wednesday,O,,,1,A,GOLD STREET && FULTON STREET,GOLD STREET,982722,197618,,PBMS,MANHATTAN,93,ASSAULT,1,0,1,0,0,0,0,0,0,0,93,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,16,FEMALE,BLACK,5.1,175,HEA,BRO,BLK
94,1/9/2019,20:50:00,January,Wednesday,S,T,Transit,1,B,BROAD STREET && EXCHANGE PLACE,BROAD STREET,981148,196593,,PBMS,MANHATTAN,94,CPW,1,1,1,1,1,0,0,1,0,1,94,POM,861,SGT,861,1,0,0,0,0,1,0,0,0,0,Y,(null),20,MALE,BLACK,5.7,120,THN,BRO,BRO
95,8/27/2019,12:35:00,August,Tuesday,I,P,PSB,1,A,52 FULTON STREET,FULTON STREET,982939,197333,,PBMS,MANHATTAN,95,PETIT LARCENY,1,0,1,0,0,0,0,0,0,0,95,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,24,MALE,WHITE HISPANIC,5.9,200,MED,BRO,BLK
96,8/27/2019,12:35:00,August,Tuesday,I,P,PSB,1,A,52 FULTON STREET,FULTON STREET,982939,197333,,PBMS,MANHATTAN,96,PETIT LARCENY,1,0,1,0,0,0,0,0,0,0,96,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,38,FEMALE,BLACK,5.3,125,MED,BRO,BLK
97,8/31/2019,01:00:00,August,Saturday,O,P,PSB,1,A,FULTON STREET && WILLIAM STREET,FULTON STREET,982466,197787,,PBMS,MANHATTAN,97,OTHER,0,0,0,0,0,0,0,0,0,0,97,POM,861,SGT,861,1,0,0,0,0,0,1,0,0,0,(null),(null),,MALE,WHITE,5.8,,U,BRO,BLD
98,9/1/2019,05:48:00,September,Sunday,S,T,Transit,1,B,80 BROADWAY,BROADWAY,980917,196981,,PBMS,MANHATTAN,98,PETIT LARCENY,1,1,1,0,0,0,0,0,0,0,98,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,33,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BLK
99,9/3/2019,10:51:00,September,Tuesday,O,P,PSB,1,D,437 BROADWAY,BROADWAY,983905,201653,,PBMS,MANHATTAN,99,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,99,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,22,FEMALE,BLACK,5.6,140,MED,BRO,ZZZ
100,9/8/2019,05:12:00,September,Sunday,,,,1,B,BROADWAY && BEAVER STREET,BROADWAY,980555,196138,,PBMS,MANHATTAN,100,ASSAULT,1,0,1,0,0,0,0,0,0,0,100,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,28,MALE,WHITE HISPANIC,5.1,170,MED,BLK,BLK
101,9/10/2019,04:04:00,September,Tuesday,S,T,Transit,1,B,BROADWAY && WALL STREET,BROADWAY,981005,197131,,PBMS,MANHATTAN,101,ROBBERY,1,1,1,0,0,0,0,0,0,0,101,POF,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,27,MALE,BLACK,5.11,130,THN,BRO,BRO
102,9/11/2019,02:11:00,September,Wednesday,O,P,PSB,1,A,FRONT STREET && FULTON STREET,FRONT STREET,983220,196840,,PBMS,MANHATTAN,102,ROBBERY,0,0,0,0,0,0,0,0,0,0,102,POM,1,SGT,1,0,0,1,1,0,0,0,0,0,0,Y,(null),21,MALE,WHITE HISPANIC,5.5,160,THN,BRO,RED
103,9/12/2019,13:28:00,September,Thursday,O,,,1,C,138 READE STREET,READE STREET,981559,200289,,PBMS,MANHATTAN,103,PETIT LARCENY,1,1,1,0,0,1,0,0,0,0,103,POF,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,47,MALE,BLACK HISPANIC,6.2,150,THN,BRO,BLD
104,9/15/2019,14:45:00,September,Sunday,I,,,1,B,3 SOUTH STREET,SOUTH STREET,980829,194864,,PBMS,MANHATTAN,104,TERRORISM,0,0,0,0,1,0,0,0,0,0,104,POM,447,SGT,447,1,0,0,0,0,0,0,0,0,0,Y,(null),59,MALE,BLACK,6.5,230,MED,BRO,BLK
105,9/20/2019,07:02:00,September,Friday,S,T,Transit,1,B,BATTERY PLACE && STATE STREET,BATTERY PLACE,980295,195926,,PBMS,MANHATTAN,105,OTHER,0,0,0,1,1,0,0,0,0,0,105,POM,849,LT,849,1,0,0,0,0,0,0,0,0,0,Y,(null),38,MALE,WHITE,5.6,160,THN,BLU,BLN
106,9/20/2019,14:00:00,September,Friday,I,P,PSB,1,A,144 FULTON STREET,FULTON STREET,981903,198159,,PBMS,MANHATTAN,106,OTHER,0,1,0,0,0,0,0,0,0,0,106,POM,108,POM,108,1,0,0,0,0,0,0,0,0,0,Y,(null),16,MALE,BLACK,6,170,U,BRO,BLK
107,9/20/2019,16:55:00,September,Friday,S,T,Transit,1,A,200 BROADWAY,BROADWAY,981657,198143,10038,PBMS,MANHATTAN,107,TERRORISM,0,0,0,0,0,0,0,0,0,0,107,POM,849,SGT,849,1,0,0,0,0,0,0,0,0,0,Y,(null),25,(null),WHITE,5.7,150,THN,BRO,BLK
109,9/26/2019,04:25:00,September,Thursday,S,T,Transit,1,C,CHURCH STREET && CORTLANDT STREET,CHURCH STREET,981136,198083,,PBMS,MANHATTAN,109,ASSAULT,0,0,0,0,0,0,0,0,0,0,109,POM,849,SGT,849,1,0,0,0,0,0,0,0,0,0,Y,Y,55,MALE,WHITE,5.1,150,THN,BRO,WHI
110,9/26/2019,14:10:00,September,Thursday,I,P,PSB,1,A,182 BROADWAY,BROADWAY,981551,197981,,PBMS,MANHATTAN,110,OTHER,0,0,0,0,0,0,0,0,0,0,110,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),31,MALE,BLACK,6.2,200,THN,BLK,BLK
111,10/4/2019,19:03:00,October,Friday,O,,,1,D,82 GREENE STREET,GREENE STREET,984081,202863,,PBMS,MANHATTAN,111,GRAND LARCENY,1,0,1,0,0,0,0,0,0,0,111,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,18,FEMALE,WHITE HISPANIC,5.3,150,MED,BRO,BRO
112,10/6/2019,19:36:00,October,Sunday,,P,PSB,1,C,CANAL STREET && BROADWAY,CANAL STREET,983728,201372,,PBMS,MANHATTAN,112,GRAND LARCENY,1,1,1,0,0,1,0,0,0,0,112,POM,5,SGT,5,1,0,0,0,0,0,1,0,0,0,(null),(null),30,MALE,BLACK,6,180,MED,BRO,BLK
113,10/8/2019,18:33:00,October,Tuesday,O,P,PSB,1,C,375 GREENWICH STREET,GREENWICH STREET,981411,201484,,PBMS,MANHATTAN,113,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,113,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),50,FEMALE,BLACK,5.9,150,THN,ZZZ,XXX
114,10/8/2019,18:33:00,October,Tuesday,O,P,PSB,1,C,375 GREENWICH STREET,GREENWICH STREET,981411,201484,,PBMS,MANHATTAN,114,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,114,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),45,FEMALE,BLACK,5.9,200,HEA,ZZZ,XXX
115,10/8/2019,18:33:00,October,Tuesday,O,P,PSB,1,C,375 GREENWICH STREET,GREENWICH STREET,981411,201484,,PBMS,MANHATTAN,115,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,115,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),50,FEMALE,BLACK,5.1,160,THN,ZZZ,BLK
116,10/16/2019,16:45:00,October,Wednesday,I,P,PSB,1,C,250 BROADWAY,BROADWAY,982226,199035,,PBMS,MANHATTAN,116,PETIT LARCENY,0,0,1,1,1,0,0,0,0,0,116,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),45,MALE,BLACK,5.8,150,THN,BRO,BLK
117,10/18/2019,05:46:00,October,Friday,O,P,PSB,1,D,116 GREENE STREET,GREENE STREET,984357,203294,,PBMS,MANHATTAN,117,BURGLARY,0,1,0,0,0,0,0,0,0,0,117,POM,1,LT,1,1,0,0,0,1,0,1,0,0,0,Y,Y,32,MALE,WHITE HISPANIC,5.7,160,MED,BRO,BLD
118,10/23/2019,03:27:00,October,Wednesday,S,P,PSB,1,C,WEST BROADWAY && AVENUE OF THE AMERICAS,WEST BROADWAY,982806,201821,,PBMS,MANHATTAN,118,ROBBERY,1,0,0,0,0,0,0,0,0,0,118,POM,5,SGT,5,0,0,1,1,0,0,1,0,0,0,(null),Y,15,MALE,BLACK,5.6,130,THN,BRO,BLK
119,10/23/2019,03:27:00,October,Wednesday,S,T,Transit,1,C,WEST BROADWAY && AVENUE OF THE AMERICAS,WEST BROADWAY,982806,201821,,PBMS,MANHATTAN,119,ROBBERY,1,0,0,0,0,0,0,0,0,0,119,POM,5,SGT,5,0,0,1,1,0,0,1,0,0,0,(null),Y,16,MALE,BLACK,5.9,150,MED,BLU,BLK
120,10/24/2019,20:04:00,October,Thursday,S,P,PSB,1,C,WEST BROADWAY && AVENUE OF THE AMERICAS,WEST BROADWAY,982806,201821,,PBMS,MANHATTAN,120,ASSAULT,0,0,0,0,0,0,0,0,0,0,120,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,26,MALE,BLACK,5.9,180,MED,BRO,BRO
121,10/31/2019,14:43:00,October,Thursday,O,,,1,D,7 MERCER STREET,MERCER STREET,983664,201767,,PBMS,MANHATTAN,121,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,121,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,28,MALE,BLACK,5.5,150,THN,BRO,BLK
122,11/5/2019,23:37:00,November,Tuesday,I,P,PSB,1,C,85 WEST STREET,WEST STREET,980179,197864,,PBMS,MANHATTAN,122,CRIMINAL TRESPASS,0,0,0,0,0,0,0,0,0,0,122,POM,574,SGT,574,1,0,0,0,0,0,1,0,0,0,(null),(null),43,MALE,WHITE,6,170,MED,BRO,BRO
123,11/6/2019,03:46:00,November,Wednesday,O,P,PSB,1,D,19 VANDAM STREET,VANDAM STREET,982976,203903,,PBMS,MANHATTAN,123,ROBBERY,1,1,1,0,0,0,0,0,0,0,123,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,Y,Y,49,MALE,BLACK,5.1,217,MED,BRO,BLD
124,11/8/2019,06:55:00,November,Friday,S,T,Transit,1,A,WALL STREET && WILLIAM STREET,WALL STREET,981615,196630,,PBMS,MANHATTAN,124,OTHER,0,0,0,0,0,0,0,0,0,0,124,POM,849,LT,849,1,0,0,0,0,0,0,0,0,0,Y,(null),,FEMALE,ASIAN / PACIFIC ISLANDER,,,THN,(null),(null)
125,11/6/2019,19:40:00,November,Wednesday,S,T,Transit,1,B,WALL STREET && BROADWAY,WALL STREET,981005,197131,,PBMS,MANHATTAN,125,CPW,0,1,1,0,0,0,0,0,0,0,125,POM,861,SGT,861,1,0,0,0,0,1,0,0,0,0,(null),(null),40,MALE,BLACK,5.8,190,MED,BRO,BLD
126,11/12/2019,11:16:00,November,Tuesday,O,P,PSB,1,D,60 GREENE STREET,GREENE STREET,983933,202631,,PBMS,MANHATTAN,126,PETIT LARCENY,1,0,1,0,0,0,0,0,0,0,126,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),(null),29,MALE,BLACK,5.8,185,MED,BLK,BLK
129,11/7/2019,12:56:00,November,Thursday,O,P,PSB,1,A,BROADWAY && PINE STREET,BROADWAY,981131,197331,,PBMS,MANHATTAN,129,PETIT LARCENY,1,1,1,0,0,0,0,1,0,1,129,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,36,MALE,BLACK HISPANIC,5.6,185,THN,BRO,BLK
130,11/24/2019,10:10:00,November,Sunday,,P,PSB,1,C,WEST STREET && LAIGHT STREET,WEST STREET,980986,202440,,PBMS,MANHATTAN,130,ASSAULT,1,1,1,0,0,0,0,0,1,1,130,POM,1,SGT,1,1,0,0,0,0,1,1,0,0,0,Y,(null),41,MALE,BLACK,5.1,250,MED,BRO,BLK
131,11/29/2019,17:00:00,November,Friday,O,P,PSB,1,D,529 BROADWAY,BROADWAY,984619,202761,,PBMS,MANHATTAN,131,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,131,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),15,MALE,WHITE,5.5,120,THN,HAZ,BRO
132,11/29/2019,17:00:00,November,Friday,O,P,PSB,1,D,529 BROADWAY,BROADWAY,984619,202761,,PBMS,MANHATTAN,132,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,132,POM,1,SGT,1,1,0,0,0,0,0,0,0,0,0,Y,(null),15,MALE,BLACK,5.4,150,MED,BRO,BLK
133,11/30/2019,22:06:00,November,Saturday,,P,PSB,1,D,146 SULLIVAN STREET,SULLIVAN STREET,983735,204181,,PBMS,MANHATTAN,133,CRIMINAL MISCHIEF,0,0,0,0,0,0,0,0,0,0,133,POM,1,LT,1,1,0,0,0,0,0,1,0,0,0,Y,Y,41,MALE,WHITE,5.9,180,THN,HAZ,GRY
134,12/17/2019,12:51:00,December,Tuesday,O,P,PSB,1,A,120 BROADWAY,BROADWAY,981181,197406,,PBMS,MANHATTAN,134,ROBBERY,0,0,0,0,0,0,0,0,0,0,134,POM,1,SGT,1,1,0,0,0,0,0,1,0,0,0,(null),Y,40,MALE,BLACK,5.1,200,MED,BRO,BLD
135,12/18/2019,02:30:00,December,Wednesday,O,P,PSB,1,D,CANAL STREET && VARICK STREET,CANAL STREET,982489,202534,,PBMS,MANHATTAN,135,BURGLARY,0,0,0,0,0,0,0,0,0,0,135,POM,181,LT,7,0,0,1,0,1,0,0,0,0,0,(null),(null),69,MALE,WHITE,5.1,180,MED,ZZZ,XXX
139,1/8/2019,08:28:00,January,Tuesday,S,T,Transit,5,C,EAST HOUSTON STREET && BROADWAY,EAST HOUSTON STREET,985145,203571,,PBMS,MANHATTAN,139,CPW,0,1,0,1,1,0,0,0,0,0,139,POM,863,SGT,863,1,0,0,0,0,1,0,0,0,0,(null),(null),39,MALE,WHITE,5.1,160,THN,BRO,BLK
140,1/9/2019,17:08:00,January,Wednesday,O,P,PSB,5,B,229 CHRYSTIE STREET,CHRYSTIE STREET,986684,202786,,PBMS,MANHATTAN,140,PETIT LARCENY,0,0,0,0,0,0,0,0,0,0,140,POM,5,SGT,5,0,0,1,1,0,0,0,0,0,0,Y,(null),61,MALE,WHITE,5.9,176,MED,BRO,GRY
141,1/10/2019,17:20:00,January,Thursday,O,P,PSB,5,B,STANTON STREET && CHRYSTIE STREET,STANTON STREET,986565,202467,,PBMS,MANHATTAN,141,PETIT LARCENY,0,0,0,0,0,1,0,0,0,0,141,POM,5,SGT,5,0,0,1,0,1,0,0,0,0,0,(null),(null),50,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BLK
142,1/12/2019,17:25:00,January,Saturday,,,,5,A,5 SAINT JAMES PLACE,SAINT JAMES PLACE,984171,198383,,PBMS,MANHATTAN,142,ROBBERY,1,0,0,0,0,0,0,0,0,0,142,POF,804,SGT,804,1,0,0,0,0,0,1,0,0,0,Y,(null),21,FEMALE,WHITE HISPANIC,5.6,130,THN,BRO,BLN
143,1/14/2019,11:16:00,January,Monday,O,,,5,B,163 BOWERY,BOWERY,985850,201535,,PBMS,MANHATTAN,143,BURGLARY,0,1,1,1,1,0,0,0,0,0,143,POM,5,LT,5,1,0,0,0,0,0,1,0,0,0,(null),(null),41,MALE,WHITE HISPANIC,5.6,200,(null),(null),BLK
144,1/14/2019,11:16:00,January,Monday,O,,,5,B,163 BOWERY,BOWERY,985850,201535,,PBMS,MANHATTAN,144,BURGLARY,0,1,1,1,1,0,0,1,0,1,144,POM,5,LT,5,1,0,0,0,0,0,1,0,0,0,(null),(null),47,MALE,WHITE HISPANIC,5.5,175,U,(null),BLK
145,1/18/2019,02:50:00,January,Friday,I,P,PSB,5,A,94 EAST BROADWAY,EAST BROADWAY,986023,199326,,PBMS,MANHATTAN,145,ASSAULT,1,1,0,0,0,0,0,0,0,0,145,POM,5,SGT,5,1,0,0,0,1,0,1,0,0,0,(null),Y,20,MALE,ASIAN / PACIFIC ISLANDER,5.8,180,MED,BRO,BLK
146,1/20/2019,04:05:00,January,Sunday,S,T,Transit,5,C,EAST HOUSTON STREET && BROADWAY,EAST HOUSTON STREET,985145,203571,,PBMS,MANHATTAN,146,GRAND LARCENY,1,0,1,0,0,1,0,0,0,0,146,POM,863,SGT,863,0,0,1,0,0,0,1,0,0,0,(null),(null),40,MALE,WHITE,5.11,170,MED,BRO,BRO
147,1/31/2019,14:45:00,January,Thursday,O,,,5,B,77 STANTON STREET,STANTON STREET,987201,202213,,PBMS,MANHATTAN,147,ASSAULT,0,1,1,0,0,0,0,0,0,0,147,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),18,MALE,BLACK,5.1,180,THN,BRO,BLK
148,2/8/2019,15:55:00,February,Friday,S,T,Transit,5,B,DELANCEY STREET && BOWERY,DELANCEY STREET,985903,201710,,PBMS,MANHATTAN,148,ASSAULT,0,1,1,1,1,0,0,0,0,0,148,POM,863,POM,863,1,0,0,0,0,0,1,0,0,0,(null),(null),23,MALE,BLACK,5.6,150,MED,BRO,BLK
149,2/9/2019,02:14:00,February,Saturday,O,P,PSB,5,C,BOWERY && BAYARD STREET,BOWERY,985137,199783,,PBMS,MANHATTAN,149,ASSAULT,0,1,0,0,0,0,0,0,0,0,149,POM,5,LT,5,1,0,0,0,0,0,0,0,0,0,Y,Y,27,MALE,WHITE HISPANIC,5.7,165,MED,BLK,BLK
150,2/9/2019,02:14:00,February,Saturday,O,P,PSB,5,C,BOWERY && BAYARD STREET,BOWERY,985137,199783,,PBMS,MANHATTAN,150,ASSAULT,0,1,0,0,0,0,0,0,0,0,150,POM,5,LT,5,1,0,0,0,0,0,0,0,0,0,Y,Y,27,MALE,WHITE HISPANIC,5.11,185,MED,BRO,BLK
151,1/28/2019,17:04:00,January,Monday,,P,PSB,5,B,STANTON STREET && BOWERY,STANTON STREET,986166,202619,,PBMS,MANHATTAN,151,GRAND LARCENY AUTO,0,0,0,0,0,0,0,0,0,0,151,POM,5,SGT,5,1,0,0,0,0,0,1,0,0,0,(null),(null),47,MALE,WHITE,5.7,150,THN,GRN,BLD
152,3/3/2019,03:10:00,March,Sunday,O,,,5,A,15 DIVISION STREET,DIVISION STREET,985184,199431,,PBMS,MANHATTAN,152,OTHER,0,0,0,0,0,0,0,0,0,0,152,POM,5,SGT,5,0,0,1,1,1,0,1,0,0,0,(null),(null),34,MALE,WHITE HISPANIC,5.8,150,MED,BRO,BLK
153,3/18/2019,14:17:00,March,Monday,O,,,5,A,92 EAST BROADWAY,EAST BROADWAY,985996,199323,,PBMS,MANHATTAN,153,ASSAULT,0,1,0,0,0,0,0,0,0,0,153,POM,5,LT,5,1,0,0,0,0,0,0,0,0,0,(null),Y,48,(null),ASIAN / PACIFIC ISLANDER,5.7,150,MED,BLK,BLK
154,3/15/2019,15:10:00,March,Friday,I,P,PSB,5,B,75 CANAL STREET,CANAL STREET,986218,199848,,PBMS,MANHATTAN,154,CRIMINAL TRESPASS,0,0,0,0,0,0,0,0,0,0,154,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),19,MALE,WHITE,5.11,150,MED,ZZZ,BLN
155,3/19/2019,23:07:00,March,Tuesday,O,H,Housing,5,A,40 MADISON STREET,MADISON STREET,984575,198625,,PBMS,MANHATTAN,155,ASSAULT,0,0,0,0,0,0,0,0,0,0,155,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,(null),Y,26,MALE,WHITE HISPANIC,5.6,165,THN,BRO,BLK
156,3/23/2019,11:40:00,March,Saturday,O,P,PSB,5,C,EAST HOUSTON STREET && CROSBY STREET,EAST HOUSTON STREET,985401,203490,,PBMS,MANHATTAN,156,PETIT LARCENY,1,0,0,0,0,0,0,0,0,0,156,POM,5,SGT,5,1,0,0,0,0,0,1,0,0,0,(null),Y,23,MALE,BLACK,5.8,160,THN,BRO,BLK
157,3/26/2019,17:15:00,March,Tuesday,I,H,Housing,5,B,45 ALLEN STREET,ALLEN STREET,986512,200356,,PBMS,MANHATTAN,157,OTHER,0,1,0,0,0,1,0,0,0,0,157,POF,804,SGT,804,1,0,0,0,1,0,1,0,0,0,(null),(null),17,MALE,BLACK,5.4,140,THN,BLK,BLK
158,3/27/2019,18:15:00,March,Wednesday,,P,PSB,5,C,143 BAXTER STREET,BAXTER STREET,984683,201192,,PBMS,MANHATTAN,158,GRAND LARCENY,0,0,0,0,0,1,0,0,0,0,158,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),23,MALE,BLACK,5.9,160,MED,BRO,BLK
159,3/27/2019,18:15:00,March,Wednesday,,P,PSB,5,C,143 BAXTER STREET,BAXTER STREET,984683,201192,,PBMS,MANHATTAN,159,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,159,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),21,MALE,BLACK,6,155,MED,BRO,BLK
160,3/27/2019,18:15:00,March,Wednesday,,P,PSB,5,C,143 BAXTER STREET,BAXTER STREET,984683,201192,,PBMS,MANHATTAN,160,GRAND LARCENY,0,0,0,0,0,0,0,0,0,0,160,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),25,MALE,BLACK,6.4,174,MED,BRO,BLK
161,3/26/2019,01:49:00,March,Tuesday,,P,PSB,5,C,LAFAYETTE STREET && CANAL STREET,LAFAYETTE STREET,984103,201020,,PBMS,MANHATTAN,161,ASSAULT,0,0,0,0,0,0,0,0,0,0,161,POM,5,SGT,5,1,0,0,0,0,0,0,0,0,0,Y,(null),25,MALE,WHITE,5.11,175,MED,BRO,BRO
162,3/31/2019,19:27:00,March,Sunday,,H,Housing,5,A,46 MADISON STREET,MADISON STREET,984743,198647,,PBMS,MANHATTAN,162,CRIMINAL TRESPASS,1,0,0,0,0,0,0,0,0,0,162,POM,804,SGT,804,1,0,0,0,0,0,1,0,0,0,(null),(null),25,FEMALE,BLACK,5.1,160,MED,BRO,ZZZ
163,3/31/2019,19:27:00,March,Sunday,,H,Housing,5,A,46 MADISON STREET,MADISON STREET,984743,198647,,PBMS,MANHATTAN,163,CRIMINAL TRESPASS,0,0,0,0,0,0,0,0,0,0,163,POM,804,SGT,804,1,0,0,0,0,0,0,0,0,0,(null),Y,31,FEMALE,WHITE,5,100,THN,(null),BLK
165,3/31/2019,19:26:00,March,Sunday,O,P,PSB,5,B,135 CHRYSTIE STREET,CHRYSTIE STREET,986152,201419,,PBMS,MANHATTAN,165,ASSAULT,0,1,0,0,0,0,0,0,0,0,165,POM,5,SGT,5,1,0,0,0,0,0,1,0,0,0,Y,(null),,MALE,BLACK,5.8,150,THN,BRO,BLK
