,stop_id_anony,suspect_arrested_flag,frisked_flag,searched_flag,ask_for_consent_flg,consent_given_flg,other_contraband_flag,firearm_flag,knife_cutter_flag,other_weapon_flag,weapon_found_flag,suspects_actions_casing_flag,suspects_actions_concealed_possession_weapon_flag,suspects_actions_decription_flag,suspects_actions_drug_transactions_flag,suspects_actions_identify_crime_pattern_flag,suspects_actions_lookout_flag,suspects_actions_other_flag,suspects_actions_proximity_to_scene_flag,suspect_reported_age,suspect_height,suspect_weight,female,issuing_officer_rank,issuing_officer_command_code,supervising_officer_rank,supervising_officer_command_code,officer_in_uniform_flag,id_card_identifies_officer_flag,shield_identifies_officer_flag,verbal_identifies_officer_flag,identified_as_cop,stop_frisk_date,stop_frisk_time,year2,month2,day2,location_in_out_code,jurisdiction_code,jurisdiction_description,stop_location_precinct,stop_location_sector_code,stop_location_full_address,stop_location_street_name,stop_location_x,stop_location_y,stop_location_patrol_boro_name,stop_location_boro_name,race,hair_color,build_type,eye_color,suspected.crime
0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,5.0,230.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-01-02,14:30:00,2019,January,Wednesday,I,P,PSB,1,C,230 VESEY STREET,VESEY STREET,979667,199737,PBMS,MANHATTAN,Black,Black,Heavy,Black,Petit Larceny
1,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,5.0,190.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-01-08,02:30:00,2019,January,Tuesday,O,P,PSB,1,C,9 WHITE STREET,WHITE STREET,982650,201326,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny
2,3.0,1.0,0.0,0.0,0.0,-0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,56.0,6.0,250.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-01-12,16:54:00,2019,January,Saturday,I,P,PSB,1,D,131 SPRING STREET,SPRING STREET,984063,203033,PBMS,MANHATTAN,Black,Black,Heavy,Black,Petit Larceny
3,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,6.0,150.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-01-15,18:50:00,2019,January,Tuesday,O,P,PSB,1,D,32 THOMPSON STREET,THOMPSON STREET,983100,202705,PBMS,MANHATTAN,Black,Black,Thin,Black,Assult
4,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,6.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-01-23,06:16:00,2019,January,Wednesday,O,P,PSB,1,B,8 STONE STREET,STONE STREET,980765,195773,PBMS,MANHATTAN,Black,Black,Medium,Black,Burglary
5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,6.0,220.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-01-24,12:16:00,2019,January,Thursday,O,P,PSB,1,B,42 BROADWAY,BROADWAY,980671,196590,PBMS,MANHATTAN,Black,Black,Medium,Black,Assult
6,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,6.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-01-22,06:16:00,2019,January,Tuesday,I,P,PSB,1,B,8 STONE STREET,STONE STREET,980765,195773,PBMS,MANHATTAN,Black,Black,Medium,Black,Burglary
7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-02-04,14:09:00,2019,February,Monday,O,P,PSB,1,A,60 WALL STREET,WALL STREET,981863,196460,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
8,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,6.0,125.0,0.0,POM,861,SGT,861,1,0,0,0,0,2019-02-11,09:05:00,2019,February,Monday,S,T,Transit,1,A,NASSAU STREET && FULTON STREET,NASSAU STREET,982103,198029,PBMS,MANHATTAN,Black,Black,Thin,Black,Menacing
9,11.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.0,6.0,160.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-02-16,12:17:00,2019,February,Saturday,O,P,PSB,1,A,100 BROADWAY,BROADWAY,981097,197271,PBMS,MANHATTAN,White Hispanic,Brown,Medium,Brown,Petit Larceny
10,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,6.0,160.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-02-20,14:45:00,2019,February,Wednesday,O,P,PSB,1,D,521 BROADWAY,BROADWAY,984502,202578,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny
11,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,6.0,150.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-02-20,14:45:00,2019,February,Wednesday,O,P,PSB,1,D,521 BROADWAY,BROADWAY,984502,202578,PBMS,MANHATTAN,Black,Black,Thin,Black,Grand Larceny
12,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.0,7.0,200.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-02-23,18:41:00,2019,February,Saturday,O,P,PSB,1,D,146 GREENE STREET,GREENE STREET,984615,203695,PBMS,MANHATTAN,Black,Bald,Thin,Black,Grand Larceny
13,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.0,5.0,140.0,1.0,POM,1,SGT,1,1,0,0,0,0,2019-02-23,18:41:00,2019,February,Saturday,O,P,PSB,1,D,146 GREENE STREET,GREENE STREET,984615,203695,PBMS,MANHATTAN,White,Brown,Thin,Brown,Grand Larceny
14,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,6.0,150.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-03-01,15:23:00,2019,March,Friday,O,P,PSB,1,D,66 MERCER STREET,MERCER STREET,984134,202485,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny
15,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,6.0,165.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-03-01,15:23:00,2019,March,Friday,O,P,PSB,1,D,66 MERCER STREET,MERCER STREET,984134,202485,PBMS,MANHATTAN,Black,Black,Thin,Black,Grand Larceny
16,18.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,5.0,165.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-03-07,14:30:00,2019,March,Thursday,I,P,PSB,1,D,147 MERCER STREET,MERCER STREET,984713,203398,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
17,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-03-10,22:45:00,2019,March,Sunday,O,P,PSB,1,C,MURRAY STREET && WEST BROADWAY,MURRAY STREET,981442,199546,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
18,20.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,6.0,160.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-03-10,23:15:00,2019,March,Sunday,I,P,PSB,1,B,4 SOUTH STREET,SOUTH STREET,980875,194871,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
19,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,5.0,175.0,0.0,POF,1,SGT,1,1,0,0,0,0,2019-03-09,12:48:00,2019,March,Saturday,I,P,PSB,1,A,182 BROADWAY,BROADWAY,981551,197981,PBMS,MANHATTAN,Black,Black,Medium,Black,Robbery
20,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,6.0,140.0,0.0,POM,625,SGT,625,1,0,0,0,0,2019-03-18,09:20:00,2019,March,Monday,S,T,Transit,1,A,JOHN STREET && BROADWAY,JOHN STREET,981604,198068,PBMS,MANHATTAN,Black,Black,Underweight,Black,Assult
21,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,6.0,180.0,0.0,POF,1,SGT,1,1,0,0,0,0,2019-03-18,13:16:00,2019,March,Monday,O,P,PSB,1,C,70 MURRAY STREET,MURRAY STREET,981319,199612,PBMS,MANHATTAN,Black,Black,Medium,Black,Robbery
22,24.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,5.0,115.0,1.0,POM,1,SGT,1,1,0,0,0,0,2019-03-26,13:10:00,2019,March,Tuesday,I,P,PSB,1,C,250 BROADWAY,BROADWAY,982226,199035,PBMS,MANHATTAN,Black Hispanic,Brown,Thin,Brown,Petit Larceny
23,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,6.0,210.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-03-29,21:25:00,2019,March,Friday,S,T,Transit,1,A,WALL STREET && WILLIAM STREET,WALL STREET,981615,196630,PBMS,MANHATTAN,Black,Black,Heavy,Black,CPW
24,26.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,5.0,110.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-01,18:44:00,2019,April,Monday,O,P,PSB,1,D,149 MERCER STREET,MERCER STREET,984724,203415,PBMS,MANHATTAN,White,Brown,Thin,Brown,Grand Larceny
25,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,110.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-01,18:44:00,2019,April,Monday,O,P,PSB,1,D,149 MERCER STREET,MERCER STREET,984724,203415,PBMS,MANHATTAN,Black,Black,Thin,Black,Grand Larceny
26,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-01,18:44:00,2019,April,Monday,I,P,PSB,1,D,149 MERCER STREET,MERCER STREET,984724,203415,PBMS,MANHATTAN,White,Brown,Thin,Brown,Grand Larceny
27,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-01,18:44:00,2019,April,Monday,O,P,PSB,1,D,149 MERCER STREET,MERCER STREET,984724,203415,PBMS,MANHATTAN,Black,Black,Thin,Black,Grand Larceny
28,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31.0,6.0,280.0,0.0,POM,861,SSA,861,1,0,0,0,0,2019-04-02,20:25:00,2019,April,Tuesday,S,P,PSB,1,B,SOUTH STREET && WHITEHALL STREET,SOUTH STREET,980772,194845,PBMS,MANHATTAN,Black,Black,Heavy,Black,Robbery
29,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,6.0,160.0,0.0,POM,447,SGT,447,1,0,0,0,0,2019-04-02,20:15:00,2019,April,Tuesday,I,T,Transit,1,B,3 SOUTH STREET,SOUTH STREET,980829,194864,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
30,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,34.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-07,16:34:00,2019,April,Sunday,O,P,PSB,1,C,195 BROADWAY,BROADWAY,981650,198144,PBMS,MANHATTAN,Black,Black,Thin,Black,Grand Larceny
31,33.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.0,5.0,145.0,1.0,POM,1,SGT,1,1,0,0,0,0,2019-04-07,12:03:00,2019,April,Sunday,I,P,PSB,1,C,250 BROADWAY,BROADWAY,982226,199035,PBMS,MANHATTAN,Asian / Pacific Islander,Black,Medium,Black,Criminal Tresspass
32,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,6.0,180.0,0.0,LT,861,SGT,861,1,0,0,0,0,2019-04-10,16:56:00,2019,April,Wednesday,O,T,Transit,1,D,CANAL STREET && WOOSTER STREET,CANAL STREET,983161,201903,PBMS,MANHATTAN,Black,Black,Thin,Black,Assult
33,35.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0,5.0,120.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-13,14:08:00,2019,April,Saturday,O,P,PSB,1,D,BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny Auto
34,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,6.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-13,14:08:00,2019,April,Saturday,O,P,PSB,1,D,BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny Auto
35,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,6.0,140.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-04-13,14:08:00,2019,April,Saturday,O,P,PSB,1,D,BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,PBMS,MANHATTAN,Black,Black,Medium,Black,Grand Larceny Auto
36,38.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.0,5.0,200.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-04-23,14:22:00,2019,April,Tuesday,O,P,PSB,1,D,BROADWAY && HOWARD STREET,BROADWAY,983855,201569,PBMS,MANHATTAN,White,Gray,Medium,Gray,Petit Larceny
37,39.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,6.0,180.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-04-24,13:05:00,2019,April,Wednesday,O,P,PSB,1,A,160 BROADWAY,BROADWAY,981411,197764,PBMS,MANHATTAN,Black,Black,Thin,Black,Assult
38,40.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75.0,6.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-07,13:47:00,2019,May,Tuesday,O,P,PSB,1,A,100 BEEKMAN STREET,BEEKMAN STREET,983260,197325,PBMS,MANHATTAN,White,Brown,Thin,Brown,CPW
39,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,160.0,0.0,POM,574,SGT,574,1,0,0,0,0,2019-05-09,17:40:00,2019,May,Thursday,O,P,PSB,1,C,133 GREENWICH STREET,GREENWICH STREET,980665,197755,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
40,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,185.0,0.0,POM,574,SGT,574,1,0,0,0,0,2019-05-09,17:40:00,2019,May,Thursday,O,P,PSB,1,C,GREENWICH STREET && THAMES STREET,GREENWICH STREET,980648,197714,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
41,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,200.0,0.0,POM,574,SGT,574,1,0,0,0,0,2019-05-09,17:40:00,2019,May,Thursday,O,P,PSB,1,C,GREENWICH STREET && THAMES STREET,GREENWICH STREET,980648,197714,PBMS,MANHATTAN,Black,Black,Medium,Black,Petit Larceny
42,44.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,6.0,165.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-05-14,19:50:00,2019,May,Tuesday,O,P,PSB,1,D,WOOSTER STREET && SPRING STREET,WOOSTER STREET,983938,203110,PBMS,MANHATTAN,Black,Black,Thin,Black,Petit Larceny
43,45.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,6.0,230.0,0.0,POM,1,SGT,1,0,0,1,1,0,2019-05-16,17:51:00,2019,May,Thursday,O,P,PSB,1,D,41 GREENE STREET,GREENE STREET,983726,202322,PBMS,MANHATTAN,Black,Black,Heavy,Black,Petit Larceny
44,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63.0,6.0,200.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-07,13:47:00,2019,May,Tuesday,O,P,PSB,1,A,100 BEEKMAN STREET,BEEKMAN STREET,983260,197325,PBMS,MANHATTAN,White,Brown,Medium,Brown,CPW
45,47.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,6.0,145.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-27,23:05:00,2019,May,Monday,S,P,PSB,1,C,FRANKLIN STREET && VARICK STREET,FRANKLIN STREET,982327,201274,PBMS,MANHATTAN,Indian/Alaskan Native,Black,Medium,Black,Robbery
46,48.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-27,23:05:00,2019,May,Monday,S,P,PSB,1,C,FRANKLIN STREET && VARICK STREET,FRANKLIN STREET,982327,201274,PBMS,MANHATTAN,White Hispanic,Brown,Medium,Brown,Robbery
47,49.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,130.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-27,23:05:00,2019,May,Monday,S,P,PSB,1,C,FRANKLIN STREET && VARICK STREET,FRANKLIN STREET,982327,201274,PBMS,MANHATTAN,Black,Black,Medium,Black,Robbery
48,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,6.0,120.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-05-27,23:05:00,2019,May,Monday,S,P,PSB,1,C,FRANKLIN STREET && VARICK STREET,FRANKLIN STREET,982327,201274,PBMS,MANHATTAN,Black,Black,Medium,Black,Robbery
49,51.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66.0,5.0,130.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-05-28,14:05:00,2019,May,Tuesday,O,P,PSB,1,C,225 LIBERTY STREET,LIBERTY STREET,980070,198398,PBMS,MANHATTAN,White,Gray,Thin,Blue,Petit Larceny
50,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,6.0,130.0,1.0,POF,1,LT,1,1,0,0,0,0,2019-06-09,00:45:00,2019,June,Sunday,O,P,PSB,1,A,FRONT STREET && PECK SLIP,FRONT STREET,983814,197150,PBMS,MANHATTAN,White Hispanic,Brown,Thin,Brown,Assult
51,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,6.0,160.0,0.0,POF,1,LT,1,1,0,0,0,0,2019-06-09,00:45:00,2019,June,Sunday,O,P,PSB,1,A,FRONT STREET && PECK SLIP,FRONT STREET,983814,197150,PBMS,MANHATTAN,Black,Black,Medium,Black,Assult
52,54.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,6.0,160.0,0.0,POF,1,LT,1,1,0,0,0,0,2019-06-09,00:45:00,2019,June,Sunday,O,P,PSB,1,A,FRONT STREET && PECK SLIP,FRONT STREET,983814,197150,PBMS,MANHATTAN,Black,Black,Medium,Black,Assult
53,55.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26.0,6.0,120.0,1.0,POF,1,LT,1,1,0,0,0,0,2019-06-09,00:45:00,2019,June,Sunday,O,P,PSB,1,A,FRONT STREET && PECK SLIP,FRONT STREET,983814,197150,PBMS,MANHATTAN,White Hispanic,Blonde,Thin,Brown,Assult
54,56.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,6.0,250.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-05-25,04:30:00,2019,May,Saturday,O,P,PSB,1,D,WATTS STREET && VARICK STREET,WATTS STREET,982555,202957,PBMS,MANHATTAN,Black,Bald,Heavy,Black,CPW
55,57.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,6.0,160.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-06-13,12:35:00,2019,June,Thursday,O,P,PSB,1,D,555 BROOME STREET,BROOME STREET,982687,203178,PBMS,MANHATTAN,Black,Black,Thin,Black,Assult
56,58.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,6.0,140.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-06-13,12:33:00,2019,June,Thursday,O,P,PSB,1,D,555 BROOME STREET,BROOME STREET,982687,203178,PBMS,MANHATTAN,Black,Black,Thin,Black,Assult
57,59.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,6.0,145.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-06-13,17:07:00,2019,June,Thursday,I,P,PSB,1,B,70 GREENWICH STREET,GREENWICH STREET,980392,196944,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
58,60.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,6.0,160.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-06-13,17:07:00,2019,June,Thursday,I,P,PSB,1,B,70 GREENWICH STREET,GREENWICH STREET,980392,196944,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
59,61.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,6.0,160.0,0.0,POM,1,LT,1,1,0,0,0,0,2019-06-13,17:04:00,2019,June,Thursday,O,P,PSB,1,C,104 GREENWICH STREET,GREENWICH STREET,980528,197359,PBMS,MANHATTAN,Black,Black,Medium,Black,Robbery
60,62.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,160.0,0.0,POM,1,LT,1,0,0,1,1,0,2019-06-13,17:05:00,2019,June,Thursday,O,P,PSB,1,C,106 GREENWICH STREET,GREENWICH STREET,980535,197381,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
61,63.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,6.0,145.0,0.0,POM,1,LT,1,0,0,1,1,0,2019-06-13,17:05:00,2019,June,Thursday,O,P,PSB,1,C,106 GREENWICH STREET,GREENWICH STREET,980535,197381,PBMS,MANHATTAN,Black,Black,Thin,Black,Robbery
62,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,6.0,210.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-06-15,05:13:00,2019,June,Saturday,I,P,PSB,1,B,4 SOUTH STREET,SOUTH STREET,980875,194871,PBMS,MANHATTAN,Black,Black,Medium,Black,Petit Larceny
63,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,5.0,150.0,0.0,POM,1,SGT,1,1,0,0,0,0,2019-06-15,05:13:00,2019,June,Saturday,I,P,PSB,1,B,4 SOUTH STREET,SOUTH STREET,980875,194871,PBMS,MANHATTAN,Black,Black,Medium,Black,Petit Larceny
